customer_id,age,gender,tenure_days,age_group,recency,frequency,monetary,avg_transaction_amount,product_diversity,avg_days_between_purchases,avg_session_duration,avg_pages_viewed,total_cart_abandonments,total_visits,cart_abandonment_rate,engagement_score,email_open_rate,ad_click_rate,avg_rating,avg_sentiment,total_reviews,positive_review_ratio
1,1.5908252601973,Other,-1.2179128262716505,50+,0.0036718075751806297,-0.7700035924552655,-0.4566379256470443,0.05663024745261229,-1.1274349533453254,-0.7332288123548022,-0.00780936811445456,1.2901336499383298,0.5343445331463655,1.5132275664408548,-0.6196683189359437,-0.5672787422101502,-0.27112575326383537,-0.020078182099816086,1.9015029803408119,1.606709897799588,1.370711952820194,2.235318495604305
2,1.5312152126764924,M,0.9037408100737189,50+,0.9175477289510688,-0.7700035924552655,-0.4753547793587026,-0.39651282072441474,-1.1274349533453254,-0.7332288123548022,-0.4747473138736929,0.27731020604664064,-1.217030534524449,-1.4624622973643382,0.01796593765914663,-0.14041830233885716,0.6039636087114684,0.8363641927791061,-0.6274650739029162,-0.39464305802254745,-0.5854917760512117,-0.5397510209745964
3,-1.330067068322279,Other,-0.44610883983855576,18-25,-0.519768861006314,0.5554558850325683,1.2481236463777345,3.1224785704577336,1.1002571101704333,-0.36823589223474534,1.3662619794287463,2.144703430721942,-1.4672269727631368,-1.6112467905545977,-0.8322130711343078,0.026419037128525853,-0.621968032028128,-0.3242026172609036,1.6205065298692867,1.063970113169856,2.3488138172558966,1.310295323411338
4,-0.674356545593394,F,-1.1404094970900847,26-35,-0.7557462115963322,-0.7700035924552655,-0.480071999857858,-0.5107187552893373,-1.1274349533453254,-0.7332288123548022,-1.4839244264867273,-0.15946990413164955,0.28414809490767773,0.17416712772851797,0.1880017394178368,0.33224979527373555,0.6129967892221816,0.9733949727597336,-0.6274650739029162,-0.39464305802254745,-0.5854917760512117,-0.5397510209745964
5,0.21979416721872214,Other,-0.4299623129257295,36-50,-0.5798358229746823,0.5554558850325683,-0.0548445431494593,-0.032063385339335976,1.1002571101704333,-0.44123447625875667,0.15553094418504632,-0.007546387547896798,-0.21624478156969787,0.17416712772851797,-0.4921414676169255,-0.9571556057432224,0.48686682431333855,-0.41431356101233596,-0.6274650739029162,-0.39464305802254745,-0.5854917760512117,-0.5397510209745964
6,-0.7935766406350094,F,-0.7399756296519936,26-35,-0.7342937251790578,-0.3281837666259876,-0.2549094224962369,0.3930697835086236,-0.23635812793902197,0.14929138256235022,-0.11736223829507177,1.341986977850337,1.5351302861011167,1.4388353198457249,0.2892996638698235,0.12667308775131578,1.7481664734017588,0.6895454999427192,-0.6274650739029162,-0.39464305802254745,-0.5854917760512117,-0.5397510209745964
7,0.27940421473952987,F,1.3203212044246362,50+,0.162420207063011,-0.6227303171788395,-0.46608105397592453,-0.6473767773585057,-0.6818965406421736,1.9731664520577987,-1.568374394069408,-1.0520205640612008,-0.9668340962857612,-1.4624622973643382,1.2932344508493272,-0.3827963813986984,1.2491907880480972,1.5005439937056164,1.6205065298692867,2.0137647362718862,1.370711952820194,2.235318495604305
8,-1.4492871633638946,M,-1.6926207175087424,18-25,-0.622740795809231,-0.7700035924552655,-0.4507826648433044,0.19838862663632822,-1.1274349533453254,-0.7332288123548022,0.34485044843514356,0.4112171517534757,0.033951656668989916,0.8436973470846864,-0.7014163005506988,0.1365866853221943,0.6129967892221816,0.9733949727597336,-0.6274650739029162,-0.39464305802254745,-0.5854917760512117,-0.5397510209745964
9,1.6504353077181078,Other,1.0555181630542856,50+,1.6254797807211232,-0.3281837666259876,-0.22009494523957862,0.6037881457410949,0.20918028476412975,0.20485746890898593,0.33667612464989777,-0.6089103073585865,-0.46644121980838565,1.5132275664408548,-1.4698473277293982,-0.268447810647795,-0.19670466382898555,2.8829277898923733,-0.6274650739029162,-0.39464305802254745,-0.5854917760512117,-0.5397510209745964
10,1.4716051651556847,F,0.7874858163013698,50+,1.4452788948160185,-0.6227303171788395,-0.4419606806501325,-0.3553944778009482,-0.6818965406421736,0.6591919396255939,1.7754604587157359,0.40679047586233774,-0.9668340962857612,-0.4209708450325206,-1.1413690743319274,-0.2542177662876845,1.0932608863750797,-0.41431356101233596,-0.6274650739029162,-0.39464305802254745,-0.5854917760512117,-0.5397510209745964
11,-1.6281173059263179,F,-1.6409518313876983,18-25,-0.6956792496279639,-0.3281837666259876,-0.3124933931751537,0.044536617181004406,-0.23635812793902197,-0.7168858457822623,0.14173744947987615,1.4574303795097245,-0.21624478156969787,0.025382634538258342,-0.34639649468090594,0.36277324042617565,0.4383552993483993,0.4530042725952074,-0.6274650739029162,-0.39464305802254745,-0.5854917760512117,-0.5397510209745964
12,-1.5088972108847023,F,0.7971737324490656,18-25,2.350573821624997,-0.6227303171788395,-0.4719276274490951,-0.7181508049480018,-1.1274349533453254,-0.21352247534803465,0.32127182500750084,0.5129323266742196,-0.21624478156969787,-0.04900961205687148,-0.26542706527200477,-0.3324830102683008,1.7995316174822817,0.606060360878891,-0.6274650739029162,-0.39464305802254745,-0.5854917760512117,-0.5397510209745964
13,-0.5551364505517785,M,0.829466786274718,36-50,-0.21943405116447284,-0.3281837666259876,-0.31331868957924164,0.03954142206881863,-0.23635812793902197,0.8030100454639445,-1.00158518856257,-0.8548121531111373,0.033951656668989916,-1.090501064388689,2.9608932757903323,1.0353325703662741,0.08907231960083849,-0.8716266005508586,0.21552427751165992,-2.4129566321143616,1.370711952820194,-0.5397510209745964
14,-1.6281173059263179,M,-1.2437472693321725,18-25,-0.6527742767934152,-0.6227303171788395,-0.4905011402063591,-0.9429871659975456,-0.6818965406421736,0.29637808171520896,2.3712165936626466,-1.0022836985129486,0.7845409713850533,-0.4953630916276504,2.325594675812806,-2.0282299631816603,-1.2823770273491493,-1.0636424203976627,-0.6274650739029162,-0.39464305802254745,-0.5854917760512117,-0.5397510209745964
15,0.5178444048227608,M,-0.397669259100077,50+,0.48849800060558146,-0.7700035924552655,-0.4963868066670917,-0.9057072361602849,-1.1274349533453254,-0.7332288123548022,0.3320137826896036,-0.10249858541274261,0.5343445331463655,0.3229516209187776,0.3367830659566918,0.6545764586887054,-0.47803273817611036,-0.29301036750079223,-0.6274650739029162,-0.39464305802254745,-0.5854917760512117,-0.5397510209745964
16,0.5178444048227608,Other,1.4301175874318546,50+,2.444964761861004,-0.6227303171788395,-0.48765169577961326,-0.9084940292228728,-0.6818965406421736,0.10026248284473065,-0.9014418869230266,-1.6667111081336234,-0.7166376580470735,-0.64414758481791,-0.38475043492722716,-0.10476210264108336,0.297754099873746,-0.6815917840038743,-0.6274650739029162,-0.39464305802254745,-0.5854917760512117,-0.5397510209745964
17,0.6966745473851841,F,-0.5688224443760352,50+,-0.725712730612148,0.11363605920329033,-0.30400587120890166,-0.42637882939516797,0.6547186974672815,-0.1367105324570973,0.6518152536792674,-1.1976139341206309,-0.21624478156969787,-0.9417165711984293,1.5482881534873636,0.218026756714002,0.297754099873746,0.28060981876566504,2.1824994308123373,1.9120010266538117,0.39261008838449113,2.235318495604305
18,0.040964024656298906,Other,0.05443349445905802,36-50,1.4667313812332927,-0.6227303171788395,-0.44743369890882123,-0.4216465392888866,-0.6818965406421736,-0.3115802747832738,-0.07159051210941712,1.4126082239958844,0.5343445331463655,1.3644430732505952,-0.5364986332931058,0.6071206983807145,0.7059511306066132,-0.36344447986233375,1.4331755628882699,0.05764009583556208,2.3488138172558966,1.310295323411338
19,-0.2570862129477398,M,-0.7690393780950808,36-50,-0.39105394250266784,-0.03363721607313565,-0.31495625139156364,-0.35450060078087287,0.20918028476412975,-0.3606091745008934,0.13126565349962369,-0.6304328055412856,0.28414809490767773,-0.19779410524713112,0.7321163050456478,0.3628299543710896,0.19157928104849142,-0.07150018804492718,-0.6274650739029162,-0.39464305802254745,-0.5854917760512117,-0.5397510209745964
