customer_id,age,gender,tenure_days,age_group,recency,frequency,monetary,avg_transaction_amount,product_diversity,avg_days_between_purchases,avg_session_duration,avg_pages_viewed,total_cart_abandonments,total_visits,cart_abandonment_rate,engagement_score,email_open_rate,ad_click_rate,avg_rating,avg_sentiment,total_reviews,positive_review_ratio
1,73,Other,187,50+,181,1,112.15,112.15,1,0.0,913.2916666666666,12.208333333333334,9,48,0.1875,30.098039215686278,0.3125,0.25,4.5,0.5900000000000001,2.0,1.0
2,72,M,844,50+,394,1,69.06,69.06,1,0.0,858.0,10.875,2,8,0.25,33.30628803245436,0.3793103448275862,0.3103448275862069,0.0,0.0,0.0,0.0
3,24,Other,426,18-25,59,10,4036.8575,403.68575,6,37.22222222222222,1076.0,13.333333333333334,1,6,0.16666666666666666,34.56022408963585,0.2857142857142857,0.22857142857142856,4.0,0.43,3.0,0.6666666666666666
4,35,F,211,26-35,4,1,58.2,58.2,1,0.0,738.5,10.3,8,30,0.26666666666666666,36.858823529411765,0.38,0.32,0.0,0.0,0.0,0.0
5,50,Other,431,36-50,45,10,1037.16,103.71600000000001,6,29.77777777777778,932.6333333333333,10.5,6,30,0.2,27.167755991285404,0.37037037037037035,0.2222222222222222,0.0,0.0,0.0,0.0
6,33,F,335,26-35,9,4,576.5699999999999,144.14249999999998,3,90.0,900.3191489361702,12.27659574468085,13,47,0.2765957446808511,35.31372549019608,0.4666666666666667,0.3,0.0,0.0,0.0,0.0
7,51,F,973,50+,218,2,90.41,45.205,2,276.0,728.5,9.125,3,8,0.375,31.484593837535012,0.42857142857142855,0.35714285714285715,4.0,0.71,2.0,1.0
8,22,M,40,18-25,35,1,125.63,125.63,1,0.0,955.0512820512821,11.051282051282051,7,39,0.1794871794871795,35.38823529411765,0.38,0.32,0.0,0.0,0.0,0.0
9,74,Other,891,50+,559,4,656.72,164.18,4,95.66666666666667,954.0833333333334,9.708333333333334,5,48,0.10416666666666667,32.344028520499116,0.3181818181818182,0.45454545454545453,0.0,0.0,0.0,0.0
10,71,F,808,50+,517,2,145.94,72.97,2,142.0,1124.4545454545455,11.045454545454545,3,22,0.13636363636363635,32.450980392156865,0.4166666666666667,0.2222222222222222,0.0,0.0,0.0,0.0
11,19,F,56,18-25,18,4,444.0,111.0,3,1.6666666666666667,931.0,12.428571428571429,6,28,0.21428571428571427,37.088235294117645,0.36666666666666664,0.2833333333333333,0.0,0.0,0.0,0.0
12,21,F,811,18-25,728,2,76.95,38.475,1,53.0,952.2592592592592,11.185185185185185,6,27,0.2222222222222222,31.86274509803922,0.47058823529411764,0.29411764705882354,0.0,0.0,0.0,0.0
13,37,M,821,36-50,129,4,442.1,110.525,3,156.66666666666666,795.6153846153846,9.384615384615385,7,13,0.5384615384615384,42.14313725490196,0.34,0.19,1.5,-0.595,2.0,0.0
14,19,M,179,18-25,28,2,34.19,17.095,2,105.0,1195.0,9.19047619047619,10,21,0.47619047619047616,19.117647058823533,0.23529411764705882,0.17647058823529413,0.0,0.0,0.0,0.0
15,55,M,441,50+,294,1,20.64,20.64,1,0.0,953.53125,10.375,9,32,0.28125,39.28140486964016,0.2967032967032967,0.23076923076923078,0.0,0.0,0.0,0.0
16,55,Other,1007,50+,750,2,40.75,20.375,2,85.0,807.4736842105264,8.31578947368421,4,19,0.21052631578947367,33.57427716849452,0.3559322033898305,0.2033898305084746,0.0,0.0,0.0,0.0
17,58,F,388,50+,11,7,463.53999999999996,66.22,5,60.833333333333336,991.4,8.933333333333334,6,15,0.4,36.00033233632436,0.3559322033898305,0.2711864406779661,5.0,0.68,1.0,1.0
18,47,Other,581,36-50,522,2,133.34,66.67,2,43.0,905.7391304347826,12.369565217391305,9,46,0.1956521739130435,38.9247311827957,0.3870967741935484,0.22580645161290322,3.6666666666666665,0.13333333333333333,3.0,0.6666666666666666
19,42,M,326,36-50,89,6,438.33,73.05499999999999,4,38.0,929.76,9.68,8,25,0.32,37.088661551577154,0.34782608695652173,0.2463768115942029,0.0,0.0,0.0,0.0
20,72,Other,848,50+,813,1,31.72,31.72,1,0.0,1061.3,13.4,1,10,0.1,37.346547314578004,0.2608695652173913,0.25,0.0,0.0,0.0,0.0
21,29,M,466,26-35,46,3,186.64999999999998,62.21666666666666,3,84.5,1056.138888888889,11.416666666666666,7,36,0.19444444444444445,12.120098039215687,0.1875,0.0625,0.0,0.0,0.0,0.0
22,44,F,725,36-50,424,1,62.7,62.7,1,0.0,934.75,10.977272727272727,10,44,0.22727272727272727,39.52762923351158,0.3484848484848485,0.3333333333333333,0.0,0.0,0.0,0.0
23,50,M,535,36-50,421,3,61.17,20.39,3,20.5,896.0869565217391,9.521739130434783,6,23,0.2608695652173913,33.828828828828826,0.35135135135135137,0.2702702702702703,0.0,0.0,0.0,0.0
24,73,Other,277,50+,31,6,728.9200000000001,121.48666666666668,4,29.4,1057.0740740740741,11.814814814814815,7,27,0.25925925925925924,14.536541889483065,0.13636363636363635,0.18181818181818182,5.0,0.89,1.0,1.0
25,75,M,662,50+,88,3,292.78,97.59333333333332,2,266.5,902.8076923076923,11.192307692307692,7,26,0.2692307692307692,34.041053921568626,0.359375,0.171875,0.0,0.0,0.0,0.0
26,47,M,488,36-50,10,28,8243.71,294.41821428571427,8,17.666666666666668,936.0,10.84375,9,32,0.28125,40.634674922600624,0.3157894736842105,0.3157894736842105,0.0,0.0,0.0,0.0
